Pet, Gender, Education, Urbanicity, Children, Employment, Income
1, 0, Bachelor's degree +, Urban, 0, 1, 70356
1, 0, Bachelor's degree +, Suburban, 1, 0, 70230
1, 0, Bachelor's degree +, Urban, 1, 0, 70115
1, 0, High school, Rural, 0, 1, 32398
0, 0, High school, Urban, 0, 0, 32285
1, 1, Bachelor's degree +, Rural, 1, 1, 54532
1, 0, High school, Suburban, 0, 1, 32386
1, 0, Bachelor's degree +, Urban, 0, 1, 70144
0, 0, Some college, Suburban, 0, 0, 39672
1, 1, Some college, Suburban, 0, 1, 33359
1, 0, Some college, Urban, 0, 0, 39825
1, 1, High school, Urban, 1, 1, 28895
0, 0, High school, Urban, 0, 0, 32149
1, 0, Less than high school, Suburban, 0, 1, 22127
1, 0, Less than high school, Suburban, 0, 0, 22145
1, 1, Bachelor's degree +, Urban, 0, 1, 54563
1, 0, Less than high school, Suburban, 0, 0, 22229
0, 0, Bachelor's degree +, Suburban, 0, 0, 70527
0, 1, Bachelor's degree +, Suburban, 0, 0, 54569
1, 0, Some college, Urban, 1, 1, 39755
0, 1, Bachelor's degree +, Suburban, 1, 1, 54873
1, 0, Less than high school, Suburban, 0, 1, 22260
0, 0, Bachelor's degree +, Suburban, 0, 0, 70438
1, 1, High school, Suburban, 1, 0, 28919
0, 0, Less than high school, Suburban, 0, 0, 22214
0, 1, Some college, Suburban, 0, 0, 33372
0, 0, Bachelor's degree +, Urban, 0, 1, 70991
1, 1, High school, Rural, 1, 0, 28726
1, 0, High school, Urban, 0, 0, 32550
1, 0, Bachelor's degree +, Urban, 1, 0, 70086
1, 1, Some college, Suburban, 1, 1, 33333
0, 1, Bachelor's degree +, Suburban, 0, 1, 54479
1, 1, Some college, Suburban, 1, 1, 33314
1, 0, Bachelor's degree +, Suburban, 1, 0, 70001
0, 0, High school, Urban, 0, 1, 32257
0, 1, Less than high school, Suburban, 0, 1, 20676
1, 1, High school, Rural, 0, 1, 28825
0, 1, Bachelor's degree +, Urban, 1, 0, 54396
0, 0, Bachelor's degree +, Suburban, 0, 0, 70467
1, 1, Some college, Urban, 0, 1, 33366
0, 0, High school, Rural, 0, 1, 32365
1, 1, High school, Suburban, 0, 1, 28807
0, 1, Bachelor's degree +, Suburban, 0, 0, 54294
0, 1, Bachelor's degree +, Urban, 0, 1, 54499
0, 1, Some college, Suburban, 0, 1, 33545
1, 1, Bachelor's degree +, Suburban, 0, 1, 54610
0, 0, Bachelor's degree +, Urban, 1, 0, 70417
1, 1, Some college, Rural, 1, 1, 33622
1, 1, Some college, Urban, 0, 0, 33468
1, 0, Bachelor's degree +, Suburban, 0, 0, 70069
0, 0, Bachelor's degree +, Suburban, 0, 1, 70422
0, 1, Some college, Urban, 0, 1, 33183
0, 1, High school, Suburban, 0, 1, 28913
0, 0, High school, Suburban, 0, 0, 32539
1, 0, Bachelor's degree +, Urban, 1, 1, 70324
0, 1, High school, Urban, 0, 0, 28936
1, 1, Some college, Suburban, 1, 1, 33446
0, 0, Less than high school, Urban, 1, 0, 22116
0, 1, Bachelor's degree +, Urban, 0, 1, 54443
1, 1, Some college, Urban, 0, 1, 33381
1, 0, Less than high school, Urban, 0, 0, 22154
1, 1, High school, Suburban, 0, 1, 28908
1, 0, Some college, Suburban, 1, 0, 39792
1, 1, Some college, Urban, 0, 0, 33319
0, 1, High school, Suburban, 0, 0, 28846
1, 1, Bachelor's degree +, Rural, 0, 1, 54432
1, 1, High school, Suburban, 0, 1, 28896
1, 1, High school, Suburban, 0, 1, 28839
0, 1, High school, Suburban, 0, 0, 28990
0, 1, Bachelor's degree +, Suburban, 0, 1, 54736
0, 1, High school, Suburban, 0, 0, 28786
1, 0, Bachelor's degree +, Urban, 1, 0, 70320
1, 1, Some college, Rural, 0, 1, 33312
1, 0, Bachelor's degree +, Suburban, 1, 1, 70875
1, 0, Bachelor's degree +, Rural, 0, 0, 70514
0, 1, High school, Rural, 0, 1, 28900
1, 0, Bachelor's degree +, Suburban, 1, 0, 70906
1, 1, Bachelor's degree +, Urban, 0, 1, 54469
0, 0, Less than high school, Suburban, 0, 1, 22205
0, 0, Less than high school, Suburban, 0, 1, 22102
1, 1, High school, Urban, 0, 0, 28849
1, 1, Bachelor's degree +, Urban, 0, 0, 54281
0, 0, Some college, Urban, 0, 1, 39856
0, 1, High school, Suburban, 0, 1, 28968
0, 1, Bachelor's degree +, Urban, 0, 1, 54014
0, 0, Bachelor's degree +, Urban, 1, 1, 70667
1, 1, Bachelor's degree +, Suburban, 0, 1, 54441
1, 1, High school, Suburban, 0, 1, 28699
0, 0, Bachelor's degree +, Urban, 0, 0, 70044
0, 1, Bachelor's degree +, Urban, 0, 1, 54457
1, 0, High school, Urban, 0, 1, 32259
0, 0, Some college, Suburban, 0, 0, 39922
0, 1, Some college, Urban, 0, 1, 33341
0, 0, Bachelor's degree +, Suburban, 0, 1, 70256
0, 1, Bachelor's degree +, Urban, 0, 0, 54120
1, 0, Bachelor's degree +, Urban, 0, 1, 70464
1, 0, Bachelor's degree +, Rural, 0, 1, 70350
1, 0, Bachelor's degree +, Suburban, 0, 1, 70416
1, 0, Less than high school, Suburban, 0, 1, 22225
1, 0, Some college, Rural, 1, 1, 39540
1, 1, High school, Suburban, 1, 0, 28924
1, 1, Less than high school, Suburban, 1, 1, 20697
0, 0, Bachelor's degree +, Rural, 1, 0, 70413
1, 0, Bachelor's degree +, Urban, 1, 0, 70140
1, 0, High school, Urban, 0, 0, 32307
1, 1, Less than high school, Rural, 1, 1, 20750
1, 0, High school, Rural, 0, 0, 32498
0, 1, Less than high school, Suburban, 1, 1, 20783
1, 0, Bachelor's degree +, Urban, 0, 1, 70312
1, 1, Some college, Suburban, 0, 1, 33325
0, 1, Bachelor's degree +, Suburban, 0, 0, 54478
1, 0, Bachelor's degree +, Suburban, 0, 0, 70481
0, 1, High school, Suburban, 1, 1, 28895
1, 0, Less than high school, Suburban, 1, 0, 22289
0, 1, Bachelor's degree +, Suburban, 1, 0, 54560
1, 0, Less than high school, Urban, 0, 0, 22099
0, 0, Bachelor's degree +, Rural, 0, 0, 70693
1, 0, Some college, Urban, 0, 1, 39629
1, 1, Less than high school, Suburban, 0, 0, 20828
1, 0, Bachelor's degree +, Suburban, 0, 0, 70476
0, 0, Bachelor's degree +, Suburban, 0, 1, 70393
1, 1, Bachelor's degree +, Urban, 1, 1, 54618
1, 1, Some college, Urban, 1, 1, 33242
0, 1, Some college, Urban, 0, 1, 33403
1, 0, Some college, Rural, 0, 1, 39790
0, 1, High school, Rural, 0, 0, 28946
1, 0, Less than high school, Urban, 1, 1, 22200
0, 0, Some college, Urban, 0, 0, 39616
0, 0, High school, Suburban, 0, 1, 32302
0, 0, Bachelor's degree +, Suburban, 1, 0, 70499
1, 1, Some college, Rural, 0, 1, 33366
0, 0, Bachelor's degree +, Urban, 0, 1, 70467
1, 0, Bachelor's degree +, Rural, 1, 1, 70704
0, 0, High school, Urban, 0, 1, 32067
0, 0, High school, Urban, 0, 0, 32209
1, 1, High school, Suburban, 0, 1, 29024
1, 1, High school, Rural, 0, 0, 28972
0, 0, High school, Urban, 1, 1, 32310
1, 0, Bachelor's degree +, Suburban, 1, 0, 70309
1, 0, Some college, Rural, 0, 1, 39845
1, 1, Some college, Rural, 0, 0, 33404
1, 1, Some college, Suburban, 1, 1, 33336
1, 1, Bachelor's degree +, Suburban, 1, 1, 54219
0, 0, Bachelor's degree +, Urban, 1, 0, 70496
0, 0, High school, Suburban, 1, 1, 32234
0, 0, Less than high school, Urban, 0, 1, 22133
0, 0, Some college, Suburban, 0, 1, 39663
1, 0, Some college, Suburban, 1, 0, 39927
1, 1, High school, Suburban, 0, 1, 28830
0, 0, Bachelor's degree +, Suburban, 0, 1, 70304
0, 0, Some college, Suburban, 0, 1, 39907
1, 0, Less than high school, Suburban, 1, 0, 22226
1, 1, Some college, Suburban, 0, 1, 33337
1, 0, Bachelor's degree +, Suburban, 0, 1, 70443
1, 0, Less than high school, Suburban, 0, 1, 22199
1, 0, Bachelor's degree +, Suburban, 0, 1, 70472
0, 0, Bachelor's degree +, Suburban, 0, 1, 70736
0, 1, Bachelor's degree +, Suburban, 0, 1, 54407
1, 1, Some college, Urban, 1, 1, 33357
1, 0, Bachelor's degree +, Rural, 1, 1, 70523
1, 0, Bachelor's degree +, Urban, 0, 1, 70148
1, 1, Less than high school, Rural, 1, 1, 20969
0, 1, High school, Urban, 0, 1, 28840
1, 0, Bachelor's degree +, Suburban, 0, 1, 70673
0, 1, Bachelor's degree +, Urban, 1, 1, 54477
0, 1, Some college, Suburban, 0, 1, 33368
0, 1, Some college, Suburban, 0, 1, 33249
1, 1, Some college, Rural, 0, 1, 33452
0, 0, Some college, Urban, 0, 0, 39790
0, 0, Bachelor's degree +, Rural, 0, 1, 69897
1, 1, High school, Rural, 0, 1, 28622
1, 0, Bachelor's degree +, Urban, 1, 1, 70573
0, 1, Bachelor's degree +, Rural, 0, 1, 54481
1, 1, High school, Suburban, 0, 1, 28915
1, 0, High school, Suburban, 0, 1, 32330
1, 0, High school, Suburban, 0, 1, 32384
0, 1, Bachelor's degree +, Urban, 0, 0, 54479
1, 0, Less than high school, Suburban, 1, 0, 22325
1, 0, Bachelor's degree +, Urban, 0, 0, 70382
1, 0, Bachelor's degree +, Urban, 1, 1, 70939
1, 0, Some college, Suburban, 0, 1, 39540
1, 0, Some college, Suburban, 1, 1, 40145
1, 1, Some college, Suburban, 0, 0, 33458
1, 0, High school, Suburban, 0, 0, 32358
1, 1, Some college, Suburban, 0, 1, 33391
0, 0, Bachelor's degree +, Suburban, 0, 1, 70778
1, 0, Some college, Rural, 0, 0, 39926
0, 0, Bachelor's degree +, Suburban, 0, 0, 70501
0, 1, Bachelor's degree +, Suburban, 0, 0, 54490
1, 0, High school, Urban, 0, 1, 32404
1, 1, High school, Rural, 0, 1, 28788
1, 0, Bachelor's degree +, Suburban, 1, 1, 70466
1, 0, Bachelor's degree +, Suburban, 0, 0, 70460
1, 0, Some college, Suburban, 0, 1, 39817
1, 0, Less than high school, Rural, 1, 0, 22209
1, 0, High school, Suburban, 0, 1, 32171
1, 0, High school, Suburban, 0, 1, 32273
0, 1, Some college, Suburban, 1, 1, 33297
0, 1, Bachelor's degree +, Urban, 1, 0, 54511
1, 1, Less than high school, Suburban, 0, 0, 20890
1, 0, Bachelor's degree +, Urban, 0, 1, 69982
1, 1, Bachelor's degree +, Urban, 0, 1, 54695
1, 0, Bachelor's degree +, Urban, 0, 1, 70634
1, 0, Some college, Rural, 0, 1, 39853
0, 0, Bachelor's degree +, Suburban, 0, 0, 70968
1, 0, High school, Urban, 1, 1, 32029
1, 0, Bachelor's degree +, Suburban, 0, 0, 69981
0, 0, Some college, Rural, 0, 1, 39828
1, 1, Less than high school, Suburban, 0, 0, 20747
1, 1, Less than high school, Urban, 1, 1, 20825
0, 0, Bachelor's degree +, Suburban, 0, 1, 70492
1, 1, Some college, Urban, 0, 1, 33404
1, 1, High school, Suburban, 0, 1, 28933
1, 0, High school, Suburban, 1, 1, 32385
1, 1, High school, Suburban, 0, 0, 28837
1, 1, Less than high school, Urban, 0, 1, 20706
0, 1, High school, Urban, 0, 0, 28782
0, 1, Some college, Suburban, 0, 1, 33355
0, 0, Less than high school, Suburban, 0, 1, 22278
0, 1, Some college, Suburban, 0, 1, 33473
0, 1, Some college, Suburban, 0, 0, 33384
1, 1, Bachelor's degree +, Urban, 0, 1, 54622
1, 1, Bachelor's degree +, Urban, 0, 1, 54320
0, 0, High school, Suburban, 1, 0, 32428
1, 0, Less than high school, Urban, 1, 1, 22198
1, 0, Less than high school, Urban, 0, 1, 22225
1, 1, High school, Urban, 0, 1, 28850
1, 0, Some college, Suburban, 0, 0, 39786
0, 0, High school, Suburban, 1, 1, 32381
1, 0, Bachelor's degree +, Urban, 0, 1, 70515
0, 1, High school, Suburban, 0, 1, 28925
1, 1, Some college, Rural, 0, 1, 33300
0, 1, High school, Suburban, 0, 0, 28697
0, 0, High school, Suburban, 1, 1, 32483
0, 0, Bachelor's degree +, Suburban, 0, 1, 70367
1, 1, Some college, Urban, 1, 1, 33112
1, 1, Some college, Suburban, 0, 1, 33355
0, 0, Some college, Suburban, 0, 0, 39819
0, 0, Some college, Suburban, 0, 0, 39845
1, 0, High school, Urban, 1, 0, 32135
1, 0, Bachelor's degree +, Suburban, 0, 0, 70327
1, 0, High school, Suburban, 1, 1, 32334
1, 0, Bachelor's degree +, Suburban, 1, 1, 70372
0, 0, High school, Suburban, 0, 1, 32046
1, 1, Some college, Suburban, 0, 0, 33386
1, 0, Some college, Suburban, 1, 1, 40025
1, 1, Less than high school, Rural, 0, 1, 20859
0, 0, Some college, Rural, 1, 0, 39694
0, 1, Some college, Suburban, 1, 1, 33123
0, 1, Some college, Suburban, 0, 1, 33338
1, 0, Less than high school, Suburban, 1, 1, 22239
0, 1, High school, Suburban, 0, 1, 28720
0, 0, High school, Suburban, 0, 1, 32248
0, 0, Bachelor's degree +, Urban, 0, 1, 70486
1, 0, Bachelor's degree +, Rural, 0, 0, 69888
1, 1, Less than high school, Rural, 0, 0, 20747
0, 0, Bachelor's degree +, Rural, 1, 0, 70666
1, 1, Bachelor's degree +, Rural, 0, 1, 54209
1, 1, High school, Urban, 0, 1, 28873
0, 1, Some college, Suburban, 0, 1, 33246
0, 0, High school, Urban, 1, 1, 32359
0, 0, Some college, Suburban, 0, 0, 39818
1, 1, High school, Suburban, 0, 1, 28914
1, 1, Bachelor's degree +, Rural, 1, 0, 54557
0, 0, Bachelor's degree +, Suburban, 0, 1, 70835
0, 1, Some college, Suburban, 0, 0, 33318
0, 0, High school, Rural, 1, 0, 32106
0, 0, Some college, Suburban, 0, 1, 39792
0, 1, High school, Suburban, 1, 1, 28902
1, 1, Bachelor's degree +, Suburban, 0, 0, 54471
1, 1, Some college, Urban, 1, 1, 33408
0, 0, Bachelor's degree +, Urban, 1, 1, 70464
1, 1, High school, Rural, 1, 1, 29131
1, 1, High school, Urban, 1, 1, 28995
0, 1, Bachelor's degree +, Urban, 0, 0, 54199
1, 1, Bachelor's degree +, Rural, 1, 0, 54497
0, 1, Some college, Suburban, 0, 0, 33425
0, 0, Less than high school, Suburban, 1, 0, 22241
1, 1, High school, Suburban, 1, 1, 28799
1, 1, Bachelor's degree +, Rural, 0, 1, 54153
1, 1, High school, Suburban, 1, 1, 28919
1, 1, Some college, Suburban, 0, 1, 33522
1, 0, Bachelor's degree +, Suburban, 0, 1, 70371
1, 0, Less than high school, Suburban, 0, 1, 22374
0, 0, Some college, Suburban, 0, 0, 40017
1, 0, Bachelor's degree +, Suburban, 0, 1, 70423
1, 0, Some college, Urban, 1, 1, 39827
0, 0, Bachelor's degree +, Urban, 0, 1, 70561
1, 0, High school, Rural, 1, 0, 32288
1, 0, Bachelor's degree +, Urban, 1, 0, 70404
0, 1, Some college, Urban, 0, 1, 33502
1, 0, Bachelor's degree +, Rural, 0, 1, 70708
0, 1, Bachelor's degree +, Suburban, 1, 1, 54888
1, 1, High school, Urban, 0, 1, 28896
1, 1, Bachelor's degree +, Suburban, 0, 1, 54399
0, 1, Some college, Urban, 0, 1, 33437
1, 1, High school, Suburban, 0, 1, 28897
1, 1, Some college, Suburban, 0, 1, 33439
1, 1, Less than high school, Rural, 0, 0, 20864
1, 0, Some college, Suburban, 0, 1, 39692
1, 0, High school, Urban, 0, 0, 32103
0, 1, Some college, Urban, 0, 1, 33497
1, 0, Some college, Suburban, 1, 0, 39907
1, 0, Some college, Suburban, 0, 0, 39790
1, 1, Bachelor's degree +, Suburban, 0, 1, 54602
1, 1, Less than high school, Suburban, 1, 1, 20842
0, 1, Bachelor's degree +, Urban, 0, 1, 54673
1, 1, High school, Suburban, 1, 0, 29039
0, 1, High school, Suburban, 0, 1, 28899
1, 0, Bachelor's degree +, Suburban, 0, 1, 70404
0, 1, High school, Suburban, 1, 0, 28813
1, 1, Some college, Urban, 0, 1, 33393
1, 1, High school, Suburban, 1, 1, 29133
0, 1, Bachelor's degree +, Urban, 0, 0, 54311
1, 0, Some college, Suburban, 1, 1, 39802
0, 1, Less than high school, Suburban, 1, 1, 20772
1, 0, Bachelor's degree +, Rural, 0, 0, 70379
0, 1, Bachelor's degree +, Suburban, 0, 1, 54531
0, 1, Some college, Suburban, 0, 1, 33324
0, 1, Bachelor's degree +, Rural, 0, 1, 54762
0, 1, Bachelor's degree +, Suburban, 0, 1, 54176
0, 1, High school, Urban, 1, 0, 28908
1, 0, Some college, Suburban, 0, 0, 39668
1, 0, Bachelor's degree +, Urban, 0, 0, 70349
1, 1, Bachelor's degree +, Rural, 1, 1, 54489
1, 1, Bachelor's degree +, Suburban, 1, 1, 54477
0, 0, High school, Suburban, 0, 1, 32355
1, 0, High school, Rural, 0, 1, 32208
0, 0, Less than high school, Suburban, 0, 0, 22240
0, 1, Less than high school, Suburban, 0, 0, 20760
0, 0, High school, Suburban, 0, 1, 32224
1, 1, High school, Suburban, 0, 0, 28833
1, 0, Bachelor's degree +, Rural, 1, 1, 70529
1, 0, Bachelor's degree +, Urban, 0, 1, 70112
1, 0, Some college, Suburban, 0, 1, 39808
1, 1, Some college, Urban, 0, 1, 33277
1, 1, Bachelor's degree +, Urban, 0, 1, 54516
1, 0, Some college, Urban, 0, 0, 39979
0, 1, High school, Rural, 0, 1, 28900
0, 1, Bachelor's degree +, Suburban, 1, 0, 54518
1, 1, Less than high school, Rural, 0, 1, 20653
1, 0, Bachelor's degree +, Urban, 1, 1, 70622
1, 1, Bachelor's degree +, Suburban, 1, 1, 54430
1, 0, Less than high school, Urban, 0, 1, 22164
0, 1, Bachelor's degree +, Suburban, 0, 1, 54896
0, 1, Less than high school, Urban, 0, 0, 20720
1, 1, Bachelor's degree +, Urban, 0, 0, 54483
1, 0, Some college, Rural, 0, 1, 39847
1, 0, Some college, Rural, 0, 1, 39946
1, 1, Less than high school, Rural, 0, 1, 20846
1, 0, Less than high school, Suburban, 0, 1, 22217
0, 1, Less than high school, Suburban, 0, 0, 20915
0, 1, High school, Urban, 0, 1, 28885
1, 0, Bachelor's degree +, Rural, 0, 0, 70272
1, 1, Some college, Suburban, 1, 1, 33423
0, 1, Some college, Suburban, 0, 0, 33194
0, 1, High school, Urban, 0, 1, 28896
1, 1, High school, Urban, 0, 0, 28920
0, 0, Less than high school, Suburban, 0, 1, 22230
1, 0, Bachelor's degree +, Urban, 0, 1, 70652
0, 0, Bachelor's degree +, Urban, 0, 1, 70338
0, 0, Some college, Suburban, 0, 0, 39741
0, 0, Bachelor's degree +, Suburban, 0, 1, 70023
1, 0, High school, Rural, 0, 0, 32439
0, 1, Bachelor's degree +, Urban, 0, 1, 54463
1, 1, Less than high school, Rural, 0, 0, 20813
1, 1, Some college, Rural, 0, 1, 33358
0, 1, Bachelor's degree +, Urban, 0, 1, 54270
1, 1, Bachelor's degree +, Urban, 0, 1, 54473
1, 0, Bachelor's degree +, Urban, 0, 0, 70559
1, 0, Some college, Suburban, 1, 1, 39974
1, 1, Bachelor's degree +, Suburban, 1, 0, 54155
1, 1, High school, Urban, 0, 1, 28893
0, 1, Some college, Urban, 0, 0, 33301
1, 1, High school, Urban, 1, 1, 28700
0, 1, Bachelor's degree +, Suburban, 0, 1, 54576
0, 1, Less than high school, Urban, 0, 1, 20798
0, 0, Some college, Suburban, 1, 1, 39776
0, 0, Less than high school, Urban, 0, 0, 22327
1, 1, Some college, Urban, 0, 1, 33344
0, 0, Bachelor's degree +, Urban, 0, 0, 70177
1, 0, Less than high school, Urban, 0, 1, 22235
1, 1, High school, Urban, 1, 1, 28928
0, 1, Less than high school, Suburban, 0, 1, 20649
1, 1, Some college, Suburban, 1, 1, 33393
1, 1, High school, Suburban, 0, 1, 28846
1, 0, Some college, Urban, 0, 1, 39899
0, 0, Bachelor's degree +, Urban, 0, 1, 70484
1, 0, High school, Urban, 0, 1, 32305
1, 1, High school, Suburban, 0, 1, 28876
0, 0, Some college, Urban, 1, 1, 39528
1, 1, Bachelor's degree +, Urban, 0, 1, 54338
0, 1, Bachelor's degree +, Urban, 1, 1, 54628
0, 1, Bachelor's degree +, Suburban, 1, 0, 54504
0, 0, Some college, Urban, 0, 0, 39845
0, 1, High school, Urban, 1, 0, 28888
0, 1, High school, Suburban, 0, 0, 28928
1, 1, High school, Urban, 1, 0, 28696
0, 1, Bachelor's degree +, Suburban, 0, 1, 54436
1, 1, High school, Rural, 0, 1, 28942
0, 0, Some college, Rural, 0, 0, 39900
0, 0, Some college, Suburban, 0, 0, 39983
0, 1, Bachelor's degree +, Suburban, 0, 1, 54448
0, 0, Bachelor's degree +, Urban, 0, 0, 70517
1, 0, Some college, Rural, 0, 1, 39989
1, 0, Less than high school, Urban, 1, 0, 22226
1, 0, Some college, Rural, 0, 1, 39861
1, 1, Some college, Suburban, 0, 1, 33492
0, 1, High school, Urban, 0, 0, 28929
0, 0, High school, Suburban, 0, 1, 32216
1, 1, Some college, Rural, 1, 0, 33364
0, 0, High school, Urban, 0, 0, 32279
0, 1, Some college, Suburban, 0, 0, 33393
1, 1, Less than high school, Urban, 0, 1, 20876
1, 0, Some college, Suburban, 0, 0, 39965
0, 1, Bachelor's degree +, Suburban, 0, 0, 54439
1, 0, Some college, Suburban, 0, 1, 39762
0, 0, High school, Suburban, 0, 1, 32279
0, 0, Bachelor's degree +, Urban, 0, 0, 70488
1, 1, Less than high school, Urban, 1, 1, 20787
0, 1, High school, Suburban, 0, 0, 28911
0, 0, Some college, Urban, 0, 0, 40047
0, 1, Bachelor's degree +, Urban, 1, 0, 54863
1, 0, Less than high school, Urban, 1, 0, 22243
1, 0, Some college, Rural, 0, 1, 39818
0, 1, High school, Urban, 0, 0, 28838
1, 1, Less than high school, Urban, 0, 0, 20765
0, 1, High school, Suburban, 1, 0, 29160
0, 0, Bachelor's degree +, Urban, 0, 0, 71013
0, 0, Bachelor's degree +, Suburban, 0, 1, 70382
0, 1, Bachelor's degree +, Suburban, 1, 1, 54510
1, 1, Bachelor's degree +, Rural, 1, 1, 54499
1, 1, Less than high school, Suburban, 0, 0, 20810
1, 0, Bachelor's degree +, Suburban, 0, 1, 70374
1, 1, Bachelor's degree +, Urban, 1, 0, 54336
0, 1, High school, Rural, 0, 1, 28836
1, 0, Some college, Rural, 0, 1, 39882
0, 1, Some college, Urban, 0, 0, 33501
1, 1, High school, Rural, 1, 0, 28776
0, 1, Bachelor's degree +, Suburban, 0, 0, 54555
0, 0, High school, Suburban, 1, 1, 32167
1, 0, Less than high school, Rural, 0, 1, 22313
0, 1, High school, Suburban, 1, 0, 28837
0, 1, Bachelor's degree +, Urban, 0, 0, 54718
0, 0, Some college, Suburban, 0, 0, 39823
0, 0, Bachelor's degree +, Suburban, 1, 1, 70262
0, 0, Some college, Suburban, 1, 0, 39708
1, 1, Some college, Suburban, 0, 1, 33398
1, 0, Some college, Urban, 0, 1, 39890
1, 0, Less than high school, Suburban, 0, 1, 22092
1, 0, Some college, Suburban, 0, 0, 39923
1, 0, Less than high school, Suburban, 1, 0, 22181
1, 0, Bachelor's degree +, Urban, 1, 0, 70543
0, 0, Bachelor's degree +, Urban, 0, 0, 70768
1, 1, Less than high school, Urban, 0, 1, 20673
1, 1, Bachelor's degree +, Urban, 1, 0, 54492
1, 1, Bachelor's degree +, Rural, 0, 1, 54571
1, 1, Bachelor's degree +, Rural, 1, 0, 54488
1, 1, Some college, Urban, 0, 1, 33325
1, 0, Bachelor's degree +, Rural, 1, 0, 70405
1, 1, High school, Urban, 0, 0, 28790
1, 1, Some college, Urban, 0, 1, 33418
1, 1, Bachelor's degree +, Urban, 0, 1, 54314
0, 1, High school, Urban, 0, 0, 28962
1, 1, Some college, Urban, 0, 0, 33272
0, 1, High school, Suburban, 0, 1, 28891
1, 0, High school, Suburban, 1, 1, 32313
0, 1, Some college, Suburban, 0, 0, 33279
0, 0, High school, Suburban, 0, 1, 32289
1, 0, Some college, Urban, 1, 1, 40054
1, 1, Bachelor's degree +, Urban, 1, 1, 54244
1, 1, Bachelor's degree +, Urban, 0, 1, 54551
1, 0, Some college, Rural, 0, 1, 39636
0, 0, Some college, Urban, 0, 0, 39844
0, 0, Some college, Urban, 1, 1, 39846
0, 1, Bachelor's degree +, Urban, 0, 1, 54531
1, 1, Less than high school, Rural, 1, 0, 20763
1, 0, High school, Rural, 0, 1, 32324
0, 0, Bachelor's degree +, Urban, 0, 1, 70587
1, 1, Some college, Rural, 1, 1, 33352
1, 0, High school, Urban, 0, 1, 32306
